SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-27-2020,Single Family Residential,16667 Annas Way,Chesterfield,MO,63005,1000000,5,6.0,Summit At Wildhorse The,6733,84506,1996,,149,,Sold,,,https://www.redfin.com/MO/Wildwood/16667-Annas-Way-63005/home/62724775,MARIS,20043043,N,Y,38.635939,-90.6439249
PAST SALE,January-14-2019,Single Family Residential,1017 Wilmas Hollow Dr Lot 7,Chesterfield,MO,63005,1039000,6,4.5,Arbors at Wilmas Farm,5550,,,,187,79,Sold,,,https://www.redfin.com/MO/Chesterfield/1017-Wilmas-Hollow-Dr-63005/unit-7/home/146786257,MARIS,18067172,N,Y,38.6574813,-90.6296331
PAST SALE,April-21-2021,Single Family Residential,17925 Homestead Bluffs Dr,Wildwood,MO,63005,915000,4,4.5,Homestead Estates,5753,52620,2007,,159,104,Sold,,,https://www.redfin.com/MO/Wildwood/17925-Homestead-Bluffs-Dr-63005/home/93328296,MARIS,21025747,N,Y,38.6007116,-90.6703004
PAST SALE,March-12-2021,Single Family Residential,1815 Wills Trace Rdg,Wildwood,MO,63005,1850000,4,4.5,Will Trace Add,6877,93218,2005,,269,,Sold,,,https://www.redfin.com/MO/Wildwood/1815-Wills-Trace-Rdg-63005/home/93321922,MARIS,21016274,N,Y,38.6383215,-90.61209
PAST SALE,May-23-2022,Single Family Residential,349 Larimore Vly,Wildwood,MO,63005,2030166,4,4.5,Wildhorse Spring Farm Nine,6099,82764,,,333,,Sold,,,https://www.redfin.com/MO/Wildwood/349-Larimore-Valley-Dr-63005/home/66597743,MARIS,22029952,N,Y,38.637272,-90.683148
PAST SALE,September-11-2018,Single Family Residential,1060 Wilmas Farm Dr Lot 18,Chesterfield,MO,63005,919000,6,4.5,Arbors at Wilmas Farm,5550,,,,166,79,Sold,,,https://www.redfin.com/MO/Chesterfield/1060-Wilmas-Farm-Dr-63005/unit-18/home/174140476,MARIS,18067187,N,Y,38.6565055,-90.6283004
PAST SALE,July-17-2020,Single Family Residential,58 Pacland Estates Dr,Chesterfield,MO,63005,4750000,5,6.5,Estates At Pacland Place,13782,130680,2005,,345,,Sold,,,https://www.redfin.com/MO/Chesterfield/58-Pacland-Estates-Dr-63005/home/93317604,MARIS,20030330,N,Y,38.6507443,-90.6202696
PAST SALE,August-4-2020,Single Family Residential,2004 Kingspointe Dr,Chesterfield,MO,63005,1400000,6,6.0,Kingspointe 2b,7136,46609,1991,,196,92,Sold,,,https://www.redfin.com/MO/Chesterfield/2004-Kingspointe-Dr-63005/home/77620902,MARIS,20056223,N,Y,38.6332298,-90.5984014
PAST SALE,October-31-2022,Single Family Residential,16970 Barn Owl Ln Lot 198,Chesterfield,MO,63005,1331000,5,4.5,Fienup Farms,5600,21780,,,238,,Sold,,,https://www.redfin.com/MO/Chesterfield/16970-Barn-Owl-Ln-63005/unit-198/home/177477592,MARIS,21084594,N,Y,38.659825,-90.599809
PAST SALE,October-29-2019,Single Family Residential,17012 Lakeside Rdg,Chesterfield,MO,63005,1059000,4,3.5,Fienup Farms,3800,21780,,,279,,Sold,,,https://www.redfin.com/MO/Chesterfield/17012-Lakeside-Rdg-63005/home/169594107,MARIS,19061283,N,Y,38.6586849,-90.6032104
PAST SALE,June-29-2022,Single Family Residential,284 Herworth Dr,Chesterfield,MO,63005,990000,4,4.0,Forest Hills,4500,44867,1979,,220,,Sold,,,https://www.redfin.com/MO/Chesterfield/284-Herworth-Dr-63005/home/93507013,MARIS,22006056,N,Y,38.6135443,-90.5974952
PAST SALE,June-29-2022,Single Family Residential,17019 Lakeside Rdg Lot 220,Chesterfield,MO,63005,1331000,5,4.5,Fienup Farms,5600,21780,,,238,,Sold,,,https://www.redfin.com/MO/Chesterfield/17019-Lakeside-Rdg-63005/unit-220/home/176181810,MARIS,21060717,N,Y,38.658871,-90.6031018
PAST SALE,June-24-2019,Single Family Residential,1013 Savonne Ct,Chesterfield,MO,63005,919000,4,5.0,Miramonte,5580,43996,2005,,165,,Sold,,,https://www.redfin.com/MO/Chesterfield/1013-Savonne-Ct-63005/home/62733969,MARIS,19048475,N,Y,38.6502044,-90.6422215
PAST SALE,October-2-2018,Single Family Residential,1022 Wilmas Hollow Dr Lot 17,Chesterfield,MO,63005,919000,6,4.5,Arbors at Wilmas Farm,5550,,,,166,79,Sold,,,https://www.redfin.com/MO/Chesterfield/1022-Wilmas-Hollow-Dr-63005/unit-17/home/147835784,MARIS,18067204,N,Y,38.6564726,-90.6289154
PAST SALE,April-21-2022,Single Family Residential,16121 Walnut Hill Farm Dr,Chesterfield,MO,63005,975000,6,4.5,US Surv 2760,7720,182952,1974,,126,4,Sold,,,https://www.redfin.com/MO/Chesterfield/16121-Walnut-Hill-Farm-Dr-63005/home/85052073,MARIS,22024850,N,Y,38.6514645,-90.5893769
PAST SALE,July-26-2022,Single Family Residential,1067 Greystone Manor Pkwy,Chesterfield,MO,63005,1115000,4,4.0,Greystone,5100,23522,1997,,219,,Sold,,,https://www.redfin.com/MO/Chesterfield/1067-Greystone-Manor-Pkwy-63005/home/62693574,MARIS,22043942,N,Y,38.6483548,-90.6358527
PAST SALE,February-21-2023,Single Family Residential,18251 Canyon Forest Ct,Chesterfield,MO,63005,1850000,4,4.5,Estates At Wildhorse Canyon,6386,67387,2008,,290,183,Sold,,,https://www.redfin.com/MO/Chesterfield/18251-Canyon-Forest-Ct-63005/home/93327513,MARIS,23001862,N,Y,38.6473041,-90.6628898
PAST SALE,April-22-2021,Single Family Residential,223 Appaloosa Dr,Chesterfield,MO,63005,999900,4,4.5,Appaloosa Way,6500,21780,2005,,154,,Sold,,,https://www.redfin.com/MO/Chesterfield/223-Appaloosa-Dr-63005/home/62718844,MARIS,21001680,N,Y,38.6569637,-90.587232
PAST SALE,May-27-2022,Single Family Residential,418 Pine Bend Dr,Wildwood,MO,63005,949500,5,4.5,Pine Creek,4859,26136,1996,,195,,Sold,,,https://www.redfin.com/MO/Wildwood/418-Pine-Bend-Dr-63005/home/93485921,MARIS,22010237,N,Y,38.638589,-90.6537026
PAST SALE,June-6-2022,Single Family Residential,16200 Wynncrest Ridge Ct,Wildwood,MO,63005,799900,5,5.0,Wynncrest Three,6804,25700,2003,,118,63,Sold,,,https://www.redfin.com/MO/Wildwood/16200-Wynncrest-Ridge-Ct-63005/home/93318529,MARIS,22001410,N,Y,38.6113152,-90.6046162
PAST SALE,August-6-2019,Single Family Residential,1057 Wilmas Farm Dr Lot 46,Chesterfield,MO,63005,1099000,5,4.5,Arbors at Wilmas Farm,5600,21780,,,196,,Sold,,,https://www.redfin.com/MO/Chesterfield/1057-Wilmas-Farm-Dr-63005/unit-46/home/168693819,MARIS,19045837,N,Y,38.6560309,-90.6284217
PAST SALE,June-30-2021,Single Family Residential,2101 Saddle Creek Ridge Ct,Wildwood,MO,63005,1850000,5,5.5,Wills Trace,8311,66647,2004,,223,,Sold,,,https://www.redfin.com/MO/Wildwood/2101-Saddle-Creek-Ridge-Ct-63005/home/93318426,MARIS,21023609,N,Y,38.6339802,-90.611794
PAST SALE,August-24-2021,Single Family Residential,462 Pine Bend Dr,Wildwood,MO,63005,1000000,4,4.5,Pine Creek,4194,48352,1997,,238,,Sold,,,https://www.redfin.com/MO/Wildwood/462-Pine-Bend-Dr-63005/home/93485930,MARIS,21042915,N,Y,38.6415246,-90.6562214
PAST SALE,January-31-2020,Single Family Residential,17015 Lakeside Rdg Unit Enclave II,Chesterfield,MO,63005,949000,0,,Fienup Farms,4000,,,,237,,Sold,,,https://www.redfin.com/MO/Chesterfield/17015-Lakeside-Rdg-63005/unit-Enclave-II/home/174593265,MARIS,20006229,N,Y,38.6591767,-90.6031364
PAST SALE,June-24-2020,Single Family Residential,16696 Annas Way,Wildwood,MO,63005,950000,5,5.0,The Summit At Wildhorse,4538,95832,1994,,209,117,Sold,,,https://www.redfin.com/MO/Wildwood/16696-Annas-Way-63005/home/93484944,MARIS,20033378,N,Y,38.6377433,-90.6436287
PAST SALE,April-2-2021,Single Family Residential,17007 Lakeside Rdg Lot 223,Chesterfield,MO,63005,1079000,5,4.5,Fienup Farms,5600,21780,,,193,,Sold,,,https://www.redfin.com/MO/Chesterfield/17007-Lakeside-Rdg-63005/unit-223/home/174368365,MARIS,21007999,N,Y,38.658871,-90.6031018
PAST SALE,November-1-2021,Single Family Residential,1215 Patchwork Flds Lot 201,Chesterfield,MO,63005,1190000,5,4.5,Fienup Farms,5600,21780,,,213,,Sold,,,https://www.redfin.com/MO/Chesterfield/1215-Patchwork-Flds-63005/unit-201/home/175869584,MARIS,21007997,N,Y,38.6605889,-90.598261
PAST SALE,October-8-2020,Single Family Residential,16929 Lake Mdw Unit Enclave II,Chesterfield,MO,63005,949000,0,,Fienup Farms,4000,,,,237,,Sold,,,https://www.redfin.com/MO/Chesterfield/16929-Lake-Mdw-63005/unit-Enclave-II/home/174593452,MARIS,20066409,N,Y,38.657474,-90.5997331
PAST SALE,June-8-2020,Single Family Residential,1227 Patchwork Flds Lot 204,Chesterfield,MO,63005,1059000,5,4.5,Fienup Farms,5600,21780,,,189,,Sold,,,https://www.redfin.com/MO/Chesterfield/1227-Patchwork-Flds-63005/unit-204/home/174593978,MARIS,20026221,N,Y,38.6606129,-90.5965275
PAST SALE,May-4-2020,Single Family Residential,16937 Lake Mdw Lot 208,Chesterfield,MO,63005,1029000,4,3.5,Fienup Farms,5200,21780,,,198,,Sold,,,https://www.redfin.com/MO/Chesterfield/16937-Lake-Mdw-63005/unit-208/home/174593748,MARIS,20027133,N,Y,38.6572599,-90.6010487
PAST SALE,December-27-2019,Single Family Residential,16945 Lake Meadow Dr Lot 210,Chesterfield,MO,63305,1240000,4,4.0,Fienup Farms,5308,,,,234,,Sold,,,https://www.redfin.com/MO/Chesterfield/16945-Lake-Mdw-63005/unit-210/home/174592411,MARIS,19090600,N,Y,38.6572599,-90.6010487
PAST SALE,June-20-2019,Single Family Residential,1013 Wilmas Hollow Dr,Chesterfield,MO,63005,1019000,4,3.5,Arbors at Wilmas Farm,5200,,,,196,,Sold,,,https://www.redfin.com/MO/Chesterfield/1013-Wilmas-Hollow-Dr-63005/home/168278331,MARIS,19047085,N,Y,38.6577282,-90.629411
PAST SALE,March-8-2019,Single Family Residential,826 Babler Park Dr,Wildwood,MO,63005,1399000,3,4.5,Sur 414-45-3 Bdy Adj,3861,614849,1988,,362,,Sold,,,https://www.redfin.com/MO/Wildwood/826-Babler-Park-Dr-63005/home/62693274,MARIS,19015438,N,Y,38.6213391,-90.6754145
PAST SALE,July-24-2019,Single Family Residential,1315 Countryside Forrest Ct,Chesterfield,MO,63005,1049000,5,4.5,Countryside At Chesterfield Three,6142,32670,1994,,171,42,Sold,,,https://www.redfin.com/MO/Chesterfield/1315-Countryside-Forrest-Ct-63005/home/93476719,MARIS,19026577,N,Y,38.6537522,-90.622304
PAST SALE,January-4-2021,Single Family Residential,17024 Lakeside Ridge Dr Lot 216,Chesterfield,MO,63005,1065000,4,4.0,Fienup Farms,5200,21780,,,205,,Sold,,,https://www.redfin.com/MO/Chesterfield/17024-Lakeside-Rdg-63005/unit-216/home/182651943,MARIS,20089373,N,Y,38.6591706,-90.6043202
PAST SALE,June-1-2022,Single Family Residential,441 Herworth Dr,Chesterfield,MO,63005,1049000,5,4.0,Forest Hills Club Estates,5823,40075,1978,,180,42,Sold,,,https://www.redfin.com/MO/Chesterfield/441-Herworth-Dr-63005/home/93507640,MARIS,22022178,N,Y,38.6172495,-90.5982534
PAST SALE,January-20-2022,Single Family Residential,35 Crown Manor Dr,Chesterfield,MO,63005,1599000,5,5.5,Forest Hills Club Estates,6423,98446,1976,,249,42,Sold,,,https://www.redfin.com/MO/Chesterfield/35-Crown-Manor-Dr-63005/home/93495742,MARIS,21076540,N,Y,38.621681,-90.5971438
PAST SALE,June-7-2021,Single Family Residential,230 Pennington Ln,Chesterfield,MO,63005,830000,4,4.0,Forest Hills Club Estates Area 6 Sec,5237,51836,1979,,158,42,Sold,,,https://www.redfin.com/MO/Chesterfield/230-Pennington-Ln-63005/home/93505639,MARIS,21020760,N,Y,38.6107888,-90.5912815
PAST SALE,August-10-2018,Single Family Residential,1076 Wilmas Farm Dr,Chesterfield,MO,63005,900000,4,4.0,Arbors at Wilmas Farm,3891,,,,231,,Sold,,,https://www.redfin.com/MO/Chesterfield/1076-Wilmas-Farm-Dr-63005/home/146528801,MARIS,18064594,N,Y,38.6554433,-90.6277822
PAST SALE,July-11-2022,Single Family Residential,16 Grand Meridien Frst,Wildwood,MO,63005,2299999,5,6.5,Meridien,10246,61855,2002,,224,,Sold,,,https://www.redfin.com/MO/Wildwood/16-Grand-Meridien-Frst-63005/home/69385469,MARIS,22032559,N,Y,38.6291672,-90.6534062
PAST SALE,July-1-2022,Single Family Residential,380 Oak Stand Path,Chesterfield,MO,63005,770000,4,2.5,Reserve At Chesterfield Village-Plat,3262,10062,2012,,236,83,Sold,,,https://www.redfin.com/MO/Chesterfield/380-Oak-Stand-Path-63005/home/93329937,MARIS,22025129,N,Y,38.6579055,-90.5790234
PAST SALE,June-2-2020,Single Family Residential,17011 Lakeside Ridge Dr Lot 222,Chesterfield,MO,63005,1059000,4,3.5,Fienup Farms,5200,21780,,,204,,Sold,,,https://www.redfin.com/MO/Chesterfield/17011-Lakeside-Rdg-63005/unit-222/home/174592400,MARIS,20036251,N,Y,38.658871,-90.6031018
PAST SALE,September-9-2020,Single Family Residential,16499 Horseshoe Rdg,Chesterfield,MO,63005,895000,4,4.5,Kehrs Mill Trails 2,5500,130680,1990,,163,,Sold,,,https://www.redfin.com/MO/Chesterfield/16499-Horseshoe-Ridge-Rd-63005/home/93484907,MARIS,20043330,N,Y,38.6447701,-90.6048937
PAST SALE,January-4-2022,Single Family Residential,2201 Dunhill Way Ct,Chesterfield,MO,63005,1500000,5,4.5,Dunhill Farm,6253,43560,1993,,240,125,Sold,,,https://www.redfin.com/MO/Chesterfield/2201-Dunhill-Way-Ct-63005/home/93495462,MARIS,21064243,N,Y,38.6299809,-90.5938934
PAST SALE,December-16-2020,Single Family Residential,17409 Country Lake Estates Rdg,Chesterfield,MO,63005,1075000,5,6.5,Country Lake Estates,6020,33977,1997,,179,63,Sold,,,https://www.redfin.com/MO/Chesterfield/17409-Country-Lake-Estates-Rdg-63005/home/67479347,MARIS,20079698,N,Y,38.6514612,-90.6217859
PAST SALE,September-22-2022,Single Family Residential,817 Tara Estates Ct,Chesterfield,MO,63005,1775000,6,5.5,Tara Estates,7044,32670,2006,,252,42,Sold,,,https://www.redfin.com/MO/Chesterfield/817-Tara-Estates-Ct-63005/home/93324147,MARIS,22047006,N,Y,38.6526229,-90.649332
PAST SALE,July-10-2020,Single Family Residential,17004 Lakeside Ridge Dr Lot 211,Chesterfield,MO,63005,1059000,4,3.5,Fienup Farms,5200,21780,,,204,,Sold,,,https://www.redfin.com/MO/Chesterfield/17004-Lakeside-Rdg-63005/unit-211/home/174593796,MARIS,20048543,N,Y,38.658871,-90.6031018
PAST SALE,July-23-2021,Single Family Residential,2175 Quaethem Dr,Wildwood,MO,63005,995000,5,5.5,Quaethem Farm Estates,5242,158123,1987,,190,73,Sold,,,https://www.redfin.com/MO/Wildwood/2175-Quaethem-Dr-63005/home/93495573,MARIS,21042705,N,Y,38.6256911,-90.6141622
PAST SALE,November-4-2022,Single Family Residential,328 Pine Bend Dr,Wildwood,MO,63005,975000,5,4.5,Pine Creek,5610,23958,1999,,174,42,Sold,,,https://www.redfin.com/MO/Wildwood/328-Pine-Bend-Dr-63005/home/93485615,MARIS,22058571,N,Y,38.6443963,-90.6554806
PAST SALE,August-6-2019,Single Family Residential,18105 Big Pine Ct,Wildwood,MO,63005,929000,5,4.5,Pine Creek,5477,25265,2000,,170,42,Sold,,,https://www.redfin.com/MO/Wildwood/18105-Big-Pine-Ct-63005/home/93486009,MARIS,19045903,N,Y,38.6398163,-90.6539989
PAST SALE,June-24-2021,Single Family Residential,16836 Eagle Bluff Ct,Chesterfield,MO,63005,1500000,6,5.5,Eagle Crest Estates,7500,45302,2006,,200,54,Sold,,,https://www.redfin.com/MO/Chesterfield/16836-Eagle-Bluff-Ct-63005/home/93631198,MARIS,21005149,N,Y,38.6507725,-90.5966259
PAST SALE,October-7-2022,Single Family Residential,6 Appaloosa Ct,Chesterfield,MO,63005,1585000,4,4.5,Appaloosa Way,6414,23087,2003,,247,83,Sold,,,https://www.redfin.com/MO/Chesterfield/6-Appaloosa-Ct-63005/home/93631253,MARIS,22053707,N,Y,38.6573952,-90.5881678
PAST SALE,September-1-2021,Single Family Residential,348 Pine Bend Dr,Wildwood,MO,63005,924900,5,4.5,Pine Creek,5566,24829,1998,,166,42,Sold,,,https://www.redfin.com/MO/Wildwood/348-Pine-Bend-Dr-63005/home/62754735,MARIS,21041845,N,Y,38.6426787,-90.654962
PAST SALE,June-7-2021,Single Family Residential,1200 Lewis Spring Rd,Wildwood,MO,63005,1150000,4,4.5,Lewis Spring Farms,6044,130680,1993,,190,185,Sold,,,https://www.redfin.com/MO/Wildwood/1200-Lewis-Spring-Dr-63005/home/62762907,MARIS,21023168,N,Y,38.6353395,-90.6182329
PAST SALE,June-6-2022,Single Family Residential,1002 Chesterfield Forest Dr,Wildwood,MO,63005,1350000,6,6.5,Chesterfield Forest,4703,131116,2005,,287,46,Sold,,,https://www.redfin.com/MO/Wildwood/1002-Chesterfield-Forest-Dr-63005/home/62710349,MARIS,22022409,N,Y,38.6286985,-90.6492579
PAST SALE,May-9-2019,Single Family Residential,16762 Eagle Bluff Ct,Chesterfield,MO,63005,1175000,4,4.5,Fox Hill Farms,4826,23914,2013,,243,,Sold,,,https://www.redfin.com/MO/Chesterfield/16762-Eagle-Bluff-Ct-63005/home/62738744,MARIS,19018776,N,Y,38.6480558,-90.5992152
PAST SALE,April-9-2020,Single Family Residential,17008 Lakeside Rdg Lot 212,Chesterfield,MO,63005,1253050,4,4.5,Fienup Farms,5006,21998,,,250,,Sold,,,https://www.redfin.com/MO/Chesterfield/17008-Lakeside-Rdg-63005/unit-212/home/174593120,MARIS,20020388,N,Y,38.6585229,-90.6028404
PAST SALE,January-23-2023,Single Family Residential,430 Pine Bend Dr,Wildwood,MO,63005,985000,4,4.0,Pine Creek,5470,22216,1999,,180,,Sold,,,https://www.redfin.com/MO/Wildwood/430-Pine-Bend-Dr-63005/home/62726841,MARIS,22073131,N,Y,38.6387433,-90.6554065
PAST SALE,June-25-2020,Single Family Residential,16632 Kehrsgrove Dr,Chesterfield,MO,63005,910000,4,4.5,Dunhill Farm,6252,43996,1992,,146,125,Sold,,,https://www.redfin.com/MO/Chesterfield/16632-Kehrsgrove-Dr-63005/home/62728018,MARIS,20029924,N,Y,38.6275383,-90.5895248
PAST SALE,November-30-2022,Single Family Residential,1014 Savonne Ct,Chesterfield,MO,63005,1595000,5,5.5,Miramonte,6988,44431,2004,,228,,Sold,,,https://www.redfin.com/MO/Chesterfield/1014-Savonne-Ct-63005/home/93626997,MARIS,22057444,N,Y,38.6502084,-90.6414809
PAST SALE,July-7-2022,Single Family Residential,17614 Lasiandra Dr,Wildwood,MO,63005,865000,5,5.0,Wildhorse Village,5108,25265,1997,,169,83,Sold,,,https://www.redfin.com/MO/Wildwood/17614-Lasiandra-Dr-63005/home/67375283,MARIS,22016994,N,Y,38.6329451,-90.6369635
PAST SALE,July-14-2021,Single Family Residential,16603 Sterling Pointe Ct,Chesterfield,MO,63005,1250000,5,6.0,Dunhill Farm,7613,43560,1995,,164,125,Sold,,,https://www.redfin.com/MO/Chesterfield/16603-Sterling-Pointe-Ct-63005/home/93494824,MARIS,21040115,N,Y,38.6268853,-90.5890071
PAST SALE,June-21-2022,Single Family Residential,2114 Stillwater Point Ct,Chesterfield,MO,63005,800000,5,3.5,Manors At Clarkson Valley The 1,4448,60984,1987,,180,50,Sold,,,https://www.redfin.com/MO/Chesterfield/2114-Stillwater-Point-Ct-63005/home/93495478,MARIS,22032400,N,Y,38.630868,-90.5914664
PAST SALE,June-21-2022,Single Family Residential,706 Wycliffe Place Ct,Wildwood,MO,63005,925000,5,4.5,Wycliffe,7543,18731,2005,,123,63,Sold,,,https://www.redfin.com/MO/Wildwood/706-Wycliffe-Place-Ct-63005/home/62691198,MARIS,22019454,N,Y,38.6227954,-90.6195114
PAST SALE,November-29-2022,Single Family Residential,18234 Canyon Forest Ct,Chesterfield,MO,63005,1190000,5,4.5,Estates At Wildhorse Canyon,5529,52272,2011,,215,175,Sold,,,https://www.redfin.com/MO/Chesterfield/18234-Canyon-Forest-Ct-63005/home/93327510,MARIS,22063434,N,Y,38.6459189,-90.661556
PAST SALE,March-10-2021,Single Family Residential,2102 Kehrspoint Dr,Chesterfield,MO,63005,1050000,6,4.5,Kehrswood,6142,46174,1997,,171,25,Sold,,,https://www.redfin.com/MO/Chesterfield/2102-Kehrspoint-Dr-63005/home/93496148,MARIS,21000567,N,Y,38.6316785,-90.5972917
PAST SALE,April-28-2022,Single Family Residential,17058 Rooster Ridge Rd,Chesterfield,MO,63005,1250000,4,4.5,Wild Horse Ridge Lt 3 Resub,5384,232610,1977,,232,42,Sold,,,https://www.redfin.com/MO/Chesterfield/17058-Rooster-Ridge-Rd-63005/home/62706891,MARIS,22016201,N,Y,38.6492334,-90.6068399
PAST SALE,,Single Family Residential,16305 Wilson Creek Ct,Chesterfield,MO,63005,1100000,4,5.0,,4827,62726,1986,,228,,,,,https://www.redfin.com/MO/Chesterfield/16305-Wilson-Creek-Ct-63005/home/93495501,,,N,Y,38.6319813,-90.5859747
