SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-18-2021,Single Family Residential,1925 Chamfers Farm Rd,Chesterfield,MO,63005,450000,4,2.5,Chesterfield Meadow One,4000,22216,1978,,113,29,Sold,,,https://www.redfin.com/MO/Chesterfield/1925-Chamfers-Farm-Rd-63005/home/93484598,MARIS,21009510,N,Y,38.6371288,-90.5781342
PAST SALE,December-29-2021,Single Family Residential,215 Vonbehren Dr,Chesterfield,MO,63005,469000,4,3.0,Chesterfield Farms One,3000,8276,1994,,156,,Sold,,,https://www.redfin.com/MO/Chesterfield/215-Vonbehren-Dr-63005/home/93476509,MARIS,21079637,N,Y,38.6619505,-90.5851057
PAST SALE,July-28-2022,Single Family Residential,342 Woodcliffe Place Dr,Chesterfield,MO,63005,465000,3,3.5,Woodcliffe Place,2565,9104,1992,,181,133,Sold,,,https://www.redfin.com/MO/Chesterfield/342-Woodcliffe-Place-Dr-63005/home/143038650,MARIS,22029934,N,Y,38.6542848,-90.5864739
PAST SALE,October-14-2021,Single Family Residential,2225 Ridgley Woods,Chesterfield,MO,63005,465000,4,3.5,Pleasant Valley Forest 3,2712,44867,1983,,171,75,Sold,,,https://www.redfin.com/MO/Chesterfield/2225-Ridgley-Woods-Dr-63005/home/63641962,MARIS,21065975,N,Y,38.626424,-90.603667
PAST SALE,February-19-2022,Single Family Residential,16219 Bear Branch Ct,Wildwood,MO,63005,494900,5,3.5,Chesterfield Valley,4414,13068,1983,,112,25,Sold,,,https://www.redfin.com/MO/Wildwood/16219-Bear-Branch-Ct-63005/home/93522241,MARIS,22000058,N,Y,38.6072417,-90.5973007
PAST SALE,February-14-2020,Single Family Residential,318 Palomino Hl,Chesterfield,MO,63005,559000,4,3.5,Estates At Baxter Pointe,3634,10454,1999,,154,42,Sold,,,https://www.redfin.com/MO/Chesterfield/318-Palomino-Hill-Ct-63005/home/93626342,MARIS,20000111,N,Y,38.6559272,-90.5856604
PAST SALE,July-31-2019,Single Family Residential,1944 Newburyport Rd,Chesterfield,MO,63005,524900,4,3.5,Chesterfield Meadow,3397,22651,1978,,155,29,Sold,,,https://www.redfin.com/MO/Chesterfield/1944-Newburyport-Rd-63005/home/93484587,MARIS,19037260,N,Y,38.6366819,-90.5757885
PAST SALE,September-18-2020,Single Family Residential,16220 Pepper View Ct,Wildwood,MO,63005,530000,4,3.0,Brentmoor Place 1,2024,18687,1980,,262,,Sold,,,https://www.redfin.com/MO/Wildwood/16220-Pepper-View-Ct-63005/home/93507119,MARIS,20054416,N,Y,38.615102,-90.606173
PAST SALE,April-9-2020,Single Family Residential,1280 Bluffview Ridge Dr,Chesterfield,MO,63005,549000,4,3.5,The Bluffs Of Wildhorse,3217,12632,1995,,171,38,Sold,,,https://www.redfin.com/MO/Chesterfield/1280-Bluffview-Ridge-Dr-63005/home/93476858,MARIS,20007022,N,Y,38.6575779,-90.61135
PAST SALE,August-12-2021,Single Family Residential,2519 Peppermill Ridge Dr,Wildwood,MO,63005,449900,5,3.0,Brentmoor Place 1,3461,15682,1983,,130,,Sold,,,https://www.redfin.com/MO/Wildwood/2519-Peppermill-Ridge-Dr-63005/home/93507134,MARIS,21046573,N,Y,38.614408,-90.60832399
PAST SALE,June-21-2021,Single Family Residential,249 Dejournet Dr,Chesterfield,MO,63005,509900,4,3.0,Chesterfield Farms Two,3492,10454,1995,,146,40,Sold,,,https://www.redfin.com/MO/Chesterfield/249-Dejournet-Dr-63005/home/62701250,MARIS,21030174,N,Y,38.6604552,-90.5892844
PAST SALE,December-20-2022,Single Family Residential,215 Wildhorse Springs Ct,Chesterfield,MO,63005,500000,3,2.0,Wildhorse Spgs Two,2039,17860,1997,,245,17,Sold,,,https://www.redfin.com/MO/Chesterfield/215-Wildhorse-Springs-Ct-63005/home/93476455,MARIS,22058108,N,Y,38.6567558,-90.5919472
PAST SALE,October-4-2022,Single Family Residential,19448 Babler Forest Rd,Wildwood,MO,63005,500000,4,3.5,Babler Forest Hills,2554,138521,2002,,196,42,Sold,,,https://www.redfin.com/MO/Wildwood/19448-Babler-Forest-Rd-63005/home/93631052,MARIS,22048649,N,Y,38.6064895,-90.7290962
PAST SALE,May-30-2019,Single Family Residential,2320 Centennial Farms Dr,Wildwood,MO,63005,524900,4,3.5,Pleasant Valley Meadows 2,4493,23522,1987,,117,42,Sold,,,https://www.redfin.com/MO/Wildwood/2320-Centennial-Farms-Dr-63005/home/93495587,MARIS,19027369,N,Y,38.6240897,-90.60691
PAST SALE,February-10-2023,Condo/Co-op,16871 Chesterfield Bluffs Cir,Chesterfield,MO,63005,525000,3,3.5,Villas At Chesterfield Bluffs One,3451,2614,1996,,152,505,Sold,,,https://www.redfin.com/MO/Chesterfield/16871-Chesterfield-Bluffs-Cir-63005/home/93467429,MARIS,23001050,N,Y,38.6636226,-90.5856992
PAST SALE,June-10-2021,Single Family Residential,116 Brighthurst Dr,Chesterfield,MO,63005,484999,5,3.5,Chesterfield Farms Two,3477,9148,1995,,139,41,Sold,,,https://www.redfin.com/MO/Chesterfield/116-Brighthurst-Dr-63005/home/93467385,MARIS,21020204,N,Y,38.6636134,-90.589684
PAST SALE,February-11-2022,Single Family Residential,16609 Equestrian Ln,Chesterfield,MO,63005,549900,2,2.0,Baxter Pointe Villas Three,2126,8712,1999,,259,330,Sold,,,https://www.redfin.com/MO/Chesterfield/16609-Equestrian-Ln-63005/home/93626783,MARIS,21079031,N,Y,38.6569924,-90.5814747
PAST SALE,October-1-2021,Single Family Residential,16844 Ashberry Circle Dr,Chesterfield,MO,63005,550000,3,3.5,Woodcliffe Place,3903,9583,1994,,141,133,Sold,,,https://www.redfin.com/MO/Chesterfield/16844-Ashberry-Circle-Dr-63005/home/93476298,MARIS,21057942,N,Y,38.6540186,-90.5873881
PAST SALE,July-12-2019,Single Family Residential,18443 Rieger Rd,Wildwood,MO,63005,540000,3,2.5,Pine Creek Estates,3458,189922,1979,,156,,Sold,,,https://www.redfin.com/MO/Wildwood/18443-Rieger-Rd-63005/home/93522971,MARIS,19031575,N,Y,38.6044297,-90.6935785
PAST SALE,January-20-2021,Single Family Residential,16917 Crystal Springs Dr,Chesterfield,MO,63005,479000,4,3.0,Chesterfield Farms Two,3600,9148,1994,,133,40,Sold,,,https://www.redfin.com/MO/Chesterfield/16917-Crystal-Springs-Dr-63005/home/62735998,MARIS,20083491,N,Y,38.6610972,-90.5935738
PAST SALE,June-27-2022,Single Family Residential,16253 Bent Tree Dr,Chesterfield,MO,63005,485000,4,2.5,Bent Tree,3223,13068,1979,,150,22,Sold,,,https://www.redfin.com/MO/Chesterfield/16253-Bent-Tree-Dr-63005/home/93495510,MARIS,22020262,N,Y,38.6329172,-90.5790234
PAST SALE,June-14-2022,Single Family Residential,2542 Peppermill Ridge Dr,Wildwood,MO,63005,475000,4,3.0,Brentmoor Place 1,3196,16553,1979,,149,33,Sold,,,https://www.redfin.com/MO/Wildwood/2542-Peppermill-Ridge-Dr-63005/home/93506947,MARIS,22027494,N,Y,38.6132842,-90.6082604
PAST SALE,April-29-2019,Condo/Co-op,16829 Chesterfield Bluffs Cir,Chesterfield,MO,63005,499000,3,3.0,Villas At Chesterfield Bluffs,2902,6970,1997,,172,450,Sold,,,https://www.redfin.com/MO/Chesterfield/16829-Chesterfield-Bluffs-Cir-63005/home/88356218,MARIS,19001079,N,Y,38.6639464,-90.5831645
PAST SALE,November-7-2022,Single Family Residential,2505 Pepperfield Ct,Wildwood,MO,63005,550000,5,3.5,Brentmoor Place 3,5067,25700,1983,,109,33,Sold,,,https://www.redfin.com/MO/Wildwood/2505-Pepperfield-Ct-63005/home/93507094,MARIS,22058732,N,Y,38.6155212,-90.6115535
PAST SALE,October-5-2020,Single Family Residential,107 Crystal Springs Ct,Chesterfield,MO,63005,535000,5,4.5,Chesterfield Farms,3290,10019,1994,,163,40,Sold,,,https://www.redfin.com/MO/Chesterfield/107-Crystal-Springs-Ct-63005/home/62761756,MARIS,20057085,N,Y,38.6605427,-90.5936691
PAST SALE,December-6-2021,Single Family Residential,1036 Keystone Trail Dr,Wildwood,MO,63005,575000,5,3.5,Wilderness,3524,23958,1996,,163,67,Sold,,,https://www.redfin.com/MO/Wildwood/1036-Keystone-Trail-Dr-63005/home/93485524,MARIS,21056311,N,Y,38.6456733,-90.6468135
PAST SALE,March-28-2019,Single Family Residential,1612 Baxter Forest Ridge Ct,Chesterfield,MO,63005,499500,4,4.0,The Forest,3900,11326,1989,,128,42,Sold,,,https://www.redfin.com/MO/Chesterfield/1612-Baxter-Forest-Ridge-Ct-63005/home/93484990,MARIS,19006464,N,Y,38.642664,-90.5756406
PAST SALE,August-8-2022,Single Family Residential,17693 Bridgeway Dr,Chesterfield,MO,63005,650000,5,6.0,Wildhorse Village A,3416,70567,1994,,190,,Sold,,,https://www.redfin.com/MO/Chesterfield/17693-Bridgeway-Dr-63005/home/93477029,MARIS,22044013,N,Y,38.6502769,-90.6288187
PAST SALE,June-20-2019,Single Family Residential,18112 Country Trl,Wildwood,MO,63038,485000,4,2.5,Country Trails Estates,4635,130680,1989,,105,33,Sold,,,https://www.redfin.com/MO/Glencoe/18112-Country-Trails-Ct-63038/home/93538690,MARIS,19014077,N,Y,38.591168,-90.682381
PAST SALE,,Condo/Co-op,16618 Equestrian Ln,Chesterfield,MO,63005,,4,3.5,,2972,7405,1999,,,,Sold,,,https://www.redfin.com/MO/Chesterfield/16618-Equestrian-Ln-63005/home/93626773,MARIS,,N,Y,38.6569686,-90.5821476
