SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-23-2020,Single Family Residential,810 Strecker Rd,Wildwood,MO,63005,225000,2,1.0,Wildwood,1274,38768,1957,,177,,Sold,,,https://www.redfin.com/MO/Wildwood/810-Strecker-Rd-63005/home/93507109,MARIS,20007767,N,Y,38.619997,-90.6176963
PAST SALE,August-17-2022,Single Family Residential,18400 Wild Horse Creek Rd,Wildwood,MO,63005,259900,3,1.0,Us Surv 163,1682,18731,1919,,155,,Sold,,,https://www.redfin.com/MO/Wildwood/18400-Wild-Horse-Creek-Rd-63005/home/62685518,MARIS,22050816,N,Y,38.6429328,-90.6716159
PAST SALE,February-10-2021,Single Family Residential,16663 Chesterfield Farms Dr,Chesterfield,MO,63005,375000,3,2.5,Chesterfield Farms,1582,7405,1994,,237,40,Sold,,,https://www.redfin.com/MO/Chesterfield/16663-Chesterfield-Farms-Dr-63005/home/93467333,MARIS,20088297,N,Y,38.6629733,-90.5854791
PAST SALE,November-13-2020,Single Family Residential,317 Cheval Square Dr,Chesterfield,MO,63005,445000,4,2.5,Chesterfield Farms One,3238,7405,1993,,137,40,Sold,,,https://www.redfin.com/MO/Chesterfield/317-Cheval-Square-Dr-63005/home/93476528,MARIS,20071291,N,Y,38.6619979,-90.5838115
PAST SALE,July-9-2020,Single Family Residential,125 Brighthurst Dr,Chesterfield,MO,63005,415000,3,3.0,Chesterfield Farms Two,3580,7841,1994,,116,40,Sold,,,https://www.redfin.com/MO/Chesterfield/125-Brighthurst-Dr-63005/home/62765509,MARIS,20035126,N,Y,38.6629398,-90.590096
PAST SALE,June-12-2019,Condo/Co-op,105 Chesterfield Bluffs Dr,Chesterfield,MO,63005,382500,2,2.5,Villas at Chesterfield Bluffs,2599,3049,1997,,147,450,Sold,,,https://www.redfin.com/MO/Chesterfield/105-Chesterfield-Bluffs-Dr-63005/home/93467441,MARIS,19034191,N,Y,38.6632592,-90.583788
PAST SALE,June-5-2020,Single Family Residential,16231 Pepper View Ct,Wildwood,MO,63005,474900,4,3.5,Brentmoor Place,2743,16117,1981,,173,33,Sold,,,https://www.redfin.com/MO/Wildwood/16231-Pepper-View-Ct-63005/home/93507137,MARIS,20023890,N,Y,38.615726,-90.606954
PAST SALE,November-18-2019,Single Family Residential,2721 Hillcroft Dr,Wildwood,MO,63005,369500,4,3.5,Chesterfield Valley,3200,10890,1985,,115,21,Sold,,,https://www.redfin.com/MO/Wildwood/2721-Hillcroft-Dr-63005/home/93506916,MARIS,19071089,N,Y,38.6078229,-90.5982534
PAST SALE,,Single Family Residential,16215 Birchbrook Ct,Wildwood,MO,63005,410000,4,2.5,,2336,24829,1983,,176,,,,,https://www.redfin.com/MO/Wildwood/16215-Birchbrook-Ct-63005/home/93627674,,,N,Y,38.6052956,-90.5995296
PAST SALE,March-26-2020,Single Family Residential,169 Brighthurst,Chesterfield,MO,63005,447500,4,3.5,Chesterfield Farms Two,3244,8276,1994,,138,40,Sold,,,https://www.redfin.com/MO/Chesterfield/169-Brighthurst-Dr-63005/home/93466865,MARIS,20006527,N,Y,38.6628972,-90.592317
PAST SALE,May-6-2022,Single Family Residential,2125 Bow Tree,Chesterfield,MO,63005,409900,4,2.5,Bent Tree 1,2836,14723,1979,,145,23,Sold,,,https://www.redfin.com/MO/Chesterfield/2125-Bow-Tree-Ct-63005/home/93495889,MARIS,22014651,N,Y,38.6299689,-90.5786537
PAST SALE,November-24-2021,Single Family Residential,16377 Peppermill Dr,Wildwood,MO,63005,450000,4,3.0,Brentmoor Place 3,2024,21780,1984,,222,,Sold,,,https://www.redfin.com/MO/Wildwood/16377-Peppermill-Dr-63005/home/93507126,MARIS,21075483,N,Y,38.6152899,-90.6126821
PAST SALE,February-18-2021,Single Family Residential,274 Wildhorse Springs Ct,Chesterfield,MO,63005,439000,3,3.0,Wildhorse Spgs Two,2578,16117,1996,,170,15,Sold,,,https://www.redfin.com/MO/Chesterfield/274-Wildhorse-Springs-Ct-63005/home/93476438,MARIS,21001676,N,Y,38.6555534,-90.5907822
PAST SALE,April-24-2019,Single Family Residential,234 Cheval Square Dr,Chesterfield,MO,63005,449900,4,2.5,Chesterfield Farms One,3234,7405,1994,,139,39,Sold,,,https://www.redfin.com/MO/Chesterfield/234-Cheval-Square-Dr-63005/home/93476519,MARIS,19016521,N,Y,38.6615798,-90.5855125
PAST SALE,August-26-2020,Single Family Residential,2740 Hillcroft Dr,Wildwood,MO,63005,379000,3,3.5,Chesterfield Valley,4018,13504,1984,,94,21,Sold,,,https://www.redfin.com/MO/Wildwood/2740-Hillcroft-Dr-63005/home/93522162,MARIS,20044948,N,Y,38.606838,-90.5984754
PAST SALE,July-14-2020,Single Family Residential,16754 Deveronne Cir,Chesterfield,MO,63005,419900,5,3.5,Chesterfield Farms One,3342,9583,1994,,126,41,Sold,,,https://www.redfin.com/MO/Chesterfield/16754-Deveronne-Cir-63005/home/93476420,MARIS,20033710,N,Y,38.6614453,-90.5878422
PAST SALE,December-5-2019,Single Family Residential,16827 Crystal Springs Dr,Chesterfield,MO,63005,445000,4,3.5,Chesterfield Farms,3242,7405,1994,,137,40,Sold,,,https://www.redfin.com/MO/Chesterfield/16827-Crystal-Springs-Dr-63005/home/92223115,MARIS,19078711,N,Y,38.6625746,-90.5907953
PAST SALE,April-9-2021,Single Family Residential,12 Peppermill Ct,Wildwood,MO,63005,440000,4,2.5,Brentmoor Place,2720,20473,1979,,162,33,Sold,,,https://www.redfin.com/MO/Wildwood/12-Peppermill-Ct-63005/home/84680118,MARIS,21010356,N,Y,38.6125152,-90.6063735
PAST SALE,April-29-2021,Single Family Residential,16230 Pepper View Ct,Wildwood,MO,63005,400000,4,3.0,Brentmoor Place 1,3020,16117,1980,,132,,Sold,,,https://www.redfin.com/MO/Wildwood/16230-Pepper-View-Ct-63005/home/93507117,MARIS,21016851,N,Y,38.615183,-90.606839
PAST SALE,May-21-2019,Single Family Residential,16132 Walden Pond Ln,Chesterfield,MO,63005,360000,3,2.5,Walden Pond,2303,16553,1986,,156,42,Sold,,,https://www.redfin.com/MO/Chesterfield/16132-Walden-Pond-Ln-63005/home/93495926,MARIS,19018447,N,Y,38.6337519,-90.5759178
PAST SALE,July-23-2021,Single Family Residential,16233 Birchbrook Ct,Wildwood,MO,63005,425000,4,3.0,Chesterfield Valley,3048,11326,1983,,139,,Sold,,,https://www.redfin.com/MO/Wildwood/16233-Birchbrook-Ct-63005/home/93522154,MARIS,21037786,N,Y,38.6060753,-90.5993447
PAST SALE,June-8-2021,Single Family Residential,9 Peppermill Ridge Ct,Wildwood,MO,63005,435000,4,3.0,Brentmoor Place 1,2890,18295,1982,,151,33,Sold,,,https://www.redfin.com/MO/Wildwood/9-Peppermill-Ridge-Ct-63005/home/93507123,MARIS,21021525,N,Y,38.6148067,-90.6070765
PAST SALE,July-5-2022,Single Family Residential,1 Andraes Ct,Chesterfield,MO,63005,250000,4,3.5,Wilson Farm Estates 8 A Sec Of,3884,44431,1986,,64,21,Sold,,,https://www.redfin.com/MO/Chesterfield/1-Andraes-Ct-63005/home/93484477,MARIS,22025340,N,Y,38.6390723,-90.593519
PAST SALE,September-30-2021,Single Family Residential,16220 Birchbrook Ct,Wildwood,MO,63005,445000,3,3.0,Chesterfield Valley,2589,11761,1983,,172,23,Sold,,,https://www.redfin.com/MO/Wildwood/16220-Birchbrook-Ct-63005/home/93522150,MARIS,21056638,N,Y,38.6055389,-90.6000475
PAST SALE,April-7-2020,Single Family Residential,16302 Idlewood Ct,Wildwood,MO,63005,362500,4,3.0,Chesterfield Valley,2836,10890,1985,,128,21,Sold,,,https://www.redfin.com/MO/Wildwood/16302-Idlewood-Ct-63005/home/93507053,MARIS,20012478,N,Y,38.6080839,-90.5993077
PAST SALE,November-4-2021,Single Family Residential,16242 Windfall Ridge Dr,Chesterfield,MO,63005,415000,4,3.0,Bent Tree,3188,14810,1983,,130,22,Sold,,,https://www.redfin.com/MO/Chesterfield/16242-Windfall-Ridge-Dr-63005/home/93495916,MARIS,21062619,N,Y,38.6333575,-90.5769715
PAST SALE,November-15-2019,Condo/Co-op,16767 Chesterfield Bluffs Cir,Chesterfield,MO,63005,499900,2,2.5,Villas At Chesterfield Bluffs,2459,2614,1995,,203,450,Sold,,,https://www.redfin.com/MO/Chesterfield/16767-Chesterfield-Bluffs-Cir-63005/home/93467449,MARIS,19069975,N,Y,38.6632788,-90.581047
PAST SALE,December-19-2019,Single Family Residential,16807 Ashberry Circle Dr,Chesterfield,MO,63005,439900,3,2.5,Woodcliffe Place,2202,15682,1993,,200,133,Sold,,,https://www.redfin.com/MO/Chesterfield/16807-Ashberry-Circle-Dr-63005/home/93476351,MARIS,19082190,N,Y,38.6549069,-90.5890071
PAST SALE,November-4-2020,Single Family Residential,432 Highway 109,Wildwood,MO,63005,149900,4,3.0,Wildwood,2150,69696,1978,,70,,Sold,,,https://www.redfin.com/MO/Wildwood/432-Highway-109-63005/home/93485914,MARIS,19088571,N,Y,38.6368958,-90.667021
PAST SALE,September-2-2021,Single Family Residential,334 Woodcliffe Place Dr,Chesterfield,MO,63005,375000,3,2.0,Woodcliffe Place,1962,7841,1995,,191,133,Sold,,,https://www.redfin.com/MO/Chesterfield/334-Woodcliffe-Place-Dr-63005/home/93476376,MARIS,21051718,N,Y,38.6545819,-90.5868549
PAST SALE,August-9-2021,Single Family Residential,362 Woodcliffe Place Dr,Chesterfield,MO,63005,438000,4,3.5,Woodcliffe Place,2104,12197,1995,,208,,Sold,,,https://www.redfin.com/MO/Chesterfield/362-Woodcliffe-Place-Dr-63005/home/85244328,MARIS,21042254,N,Y,38.6533584,-90.5864099
PAST SALE,March-15-2019,Single Family Residential,5 Chesterfield Lks,Chesterfield,MO,63005,499000,4,3.5,Chesterfield Lakes,4236,130680,1975,,118,113,Sold,,,https://www.redfin.com/MO/Chesterfield/5-Chesterfield-Lakes-Rd-63005/home/93485047,MARIS,19006737,N,Y,38.6446663,-90.5849578
PAST SALE,October-30-2020,Single Family Residential,2709 Hillcroft Dr,Wildwood,MO,63005,375000,4,3.0,Chesterfield Valley 2 A Sec Of,2518,10890,1984,,149,21,Sold,,,https://www.redfin.com/MO/Wildwood/2709-Hillcroft-Dr-63005/home/93506943,MARIS,20066028,N,Y,38.6082539,-90.598124
PAST SALE,September-10-2021,Condo/Co-op,651 Stonebrook Ct,Chesterfield,MO,63005,420000,2,2.5,Stone Village,2907,10019,2000,,144,475,Sold,,,https://www.redfin.com/MO/Chesterfield/651-Stonebrook-Ct-63005/home/93626318,MARIS,21052148,N,Y,38.6528337,-90.5777805
PAST SALE,January-15-2020,Single Family Residential,2524 Peppermill Ridge Dr,Wildwood,MO,63005,399900,4,3.5,Brentmoor Place 1,3691,19166,1979,,108,,Sold,,,https://www.redfin.com/MO/Wildwood/2524-Peppermill-Ridge-Dr-63005/home/93506944,MARIS,19085448,N,Y,38.6140648,-90.6078904
PAST SALE,December-21-2021,Single Family Residential,930 Wild Horse Valley Rd,Wildwood,MO,63005,330000,2,3.0,Wild Horse Valley,2714,140263,2001,,122,,Sold,,,https://www.redfin.com/MO/Wildwood/930-Wild-Horse-Valley-Rd-63005/home/93496847,MARIS,21081549,N,Y,38.629535,-90.7167959
PAST SALE,May-17-2019,Single Family Residential,16815 Wildhorse Springs Dr,Chesterfield,MO,63005,464900,4,4.5,WILDHORSE SPRINGS,3777,18295,1997,,123,,Sold,,,https://www.redfin.com/MO/Chesterfield/16815-Wildhorse-Springs-Dr-63005/home/93476447,MARIS,19013895,N,Y,38.6577599,-90.5918177
PAST SALE,June-17-2022,Single Family Residential,16254 Forest Meadows Dr,Chesterfield,MO,63005,475000,3,3.0,Forest Meadows,2294,31799,1986,,207,17,Sold,,,https://www.redfin.com/MO/Chesterfield/16254-Forest-Meadows-Dr-63005/home/93484692,MARIS,22025427,N,Y,38.6396646,-90.5732562
PAST SALE,April-21-2021,Single Family Residential,16373 Peppermill Dr,Wildwood,MO,63005,430000,4,3.0,Brentmoor Place 3,3356,21344,1984,,128,,Sold,,,https://www.redfin.com/MO/Wildwood/16373-Peppermill-Dr-63005/home/93507098,MARIS,21012395,N,Y,38.6149616,-90.6127561
PAST SALE,December-10-2021,Vacant Land,17529 Wild Horse Crk,Chesterfield,MO,63005,141200,,,R H Stevens Farm Lt Pt 21 Bdy Adj,,153767,,,,,Sold,,,https://www.redfin.com/MO/Chesterfield/17529-Wild-Horse-Creek-Rd-63005/home/167008686,MARIS,21065807,N,Y,38.658836,-90.62925
PAST SALE,July-15-2020,Single Family Residential,16803 Crystal Springs Dr,Chesterfield,MO,63005,375000,3,3.0,Chesterfield Farms,1872,10890,1994,,200,40,Sold,,,https://www.redfin.com/MO/Chesterfield/16803-Crystal-Springs-Dr-63005/home/93476386,MARIS,20009033,N,Y,38.6623534,-90.5895339
PAST SALE,August-16-2019,Single Family Residential,1759 Horseshoe Ridge Rd,Chesterfield,MO,63005,475000,5,5.0,Kehrs Mill Trails,3262,130680,1978,,146,1100,Sold,,,https://www.redfin.com/MO/Chesterfield/1759-Horseshoe-Ridge-Rd-63005/home/93496152,MARIS,19033714,N,Y,38.6346209,-90.5987713
PAST SALE,November-22-2019,Single Family Residential,18423 Wild Horse Creek Rd,Wildwood,MO,63005,225000,3,1.5,Wildwood,1920,43560,1975,,117,,Sold,,,https://www.redfin.com/MO/Wildwood/18423-Wild-Horse-Creek-Rd-63005/home/93485964,MARIS,19068573,N,Y,38.6433321,-90.6734318
PAST SALE,November-5-2020,Single Family Residential,2229 Ridgley Woods Dr,Chesterfield,MO,63005,400000,5,3.0,Pleasant Valley Forest,3567,43996,1982,,112,67,Sold,,,https://www.redfin.com/MO/Chesterfield/2229-Ridgley-Woods-Dr-63005/home/93495747,MARIS,20064515,N,Y,38.626073,-90.6037283
PAST SALE,August-9-2021,Single Family Residential,17333 Wild Horse Creek Rd,Chesterfield,MO,63005,240000,4,2.0,Grand Coteau,2280,51401,1976,,105,,Sold,,,https://www.redfin.com/MO/Chesterfield/17333-Wild-Horse-Creek-Rd-63005/home/93476899,MARIS,21045000,N,Y,38.6588972,-90.6213973
PAST SALE,December-7-2020,Single Family Residential,16315 Idlewood Ct,Wildwood,MO,63005,449900,5,3.5,Chesterfield Valley 2 A Sec Of,2764,12632,1985,,163,,Sold,,,https://www.redfin.com/MO/Wildwood/16315-Idlewood-Ct-63005/home/93507050,MARIS,20076099,N,Y,38.608573,-90.5998625
PAST SALE,March-1-2019,Single Family Residential,16635 Chesterfield Farms Dr,Chesterfield,MO,63005,349000,3,2.0,Chesterfield Farms One,1766,8276,1991,,198,39,Sold,,,https://www.redfin.com/MO/Chesterfield/16635-Chesterfield-Farms-Dr-63005/home/93467312,MARIS,19000860,N,Y,38.6626125,-90.5837376
PAST SALE,September-28-2020,Single Family Residential,2703 Sun Mdw,Wildwood,MO,63005,474900,5,3.5,Valley View 2,4000,15246,1985,,119,,Sold,,,https://www.redfin.com/MO/Wildwood/2703-Sun-Meadow-Dr-63005/home/93506903,MARIS,20054484,N,Y,38.6094692,-90.6009353
PAST SALE,July-28-2022,Single Family Residential,2708 Quail Valley Dr,Wildwood,MO,63005,449900,4,3.5,Chesterfield Valley 2 A Sec Of,2974,10890,1984,,151,25,Sold,,,https://www.redfin.com/MO/Wildwood/2708-Quail-Valley-Dr-63005/home/93506921,MARIS,22035942,N,Y,38.6082507,-90.5987528
PAST SALE,September-22-2022,Condo/Co-op,16808 Chesterfield Bluffs Cir,Chesterfield,MO,63005,435000,2,2.5,Villas At Chesterfield Bluffs Two,1306,2178,1997,,333,505,Sold,,,https://www.redfin.com/MO/Chesterfield/16808-Chesterfield-Bluffs-Cir-63005/home/93467411,MARIS,22053048,N,Y,38.6637273,-90.5819258
PAST SALE,September-19-2022,Single Family Residential,1235 Wooded Fork Dr,Wildwood,MO,63005,399900,2,2.5,Babler Forest 2 Resub Of Lt 1,2150,177725,1984,,186,42,Sold,,,https://www.redfin.com/MO/Wildwood/1235-Wooded-Fork-Dr-63005/home/93507529,MARIS,22046547,N,Y,38.6099591,-90.7263045
